question_id,question,my_forecast_%,community_median_%,gap_points,resolved,resolve_time,category,url
43008,Will KEYS's market close price on 2026-04-11 be higher than its market close price on 2026-04-01?,,,,open,,,https://www.metaculus.com/questions/43008/
43006,Will WFC's market close price on 2026-04-11 be higher than its market close price on 2026-04-01?,,,,open,,,https://www.metaculus.com/questions/43006/
43004,"Will the community prediction be higher than 20.00% on 2026-04-10 for the Metaculus question ""Will there be a bilateral ",,,,open,,,https://www.metaculus.com/questions/43004/
43002,"Will the community prediction be higher than 12.00% on 2026-04-10 for the Metaculus question ""Will a federal judge be im",,,,open,,,https://www.metaculus.com/questions/43002/
43000,"Will the community prediction be higher than 80.00% on 2026-04-09 for the Metaculus question ""Will the United States con",,,,open,,,https://www.metaculus.com/questions/43000/
42999,"Will the community prediction be higher than 79.00% on 2026-04-11 for the Metaculus question ""Will NASA's Artemis II com",,,,open,,,https://www.metaculus.com/questions/42999/
42998,"Will the community prediction be higher than 58.00% on 2026-04-11 for the Metaculus question ""Will the U.S. conduct a gr",,,,open,,,https://www.metaculus.com/questions/42998/
42997,"Will the community prediction be higher than 5.00% on 2026-04-11 for the Metaculus question ""Will the United States gain",,,,open,,,https://www.metaculus.com/questions/42997/
42995,"Will the community prediction be higher than 43.00% on 2026-04-09 for the Metaculus question ""Will OpenAI file for an IP",,,,open,,,https://www.metaculus.com/questions/42995/
42994,"Will the community prediction be higher than 15.00% on 2026-04-09 for the Metaculus question ""Will the US and Iran agree",,,,open,,,https://www.metaculus.com/questions/42994/
42991,Will FIS's market close price on 2026-04-11 be higher than its market close price on 2026-03-31?,,,,open,,,https://www.metaculus.com/questions/42991/
42990,Will NOC's market close price on 2026-04-11 be higher than its market close price on 2026-03-31?,,,,open,,,https://www.metaculus.com/questions/42990/
42989,Will SCHW's market close price on 2026-04-10 be higher than its market close price on 2026-03-30?,,,,open,,,https://www.metaculus.com/questions/42989/
42986,Will VZ's market close price on 2026-04-11 be higher than its market close price on 2026-03-30?,,,,open,,,https://www.metaculus.com/questions/42986/
42983,"Will the community prediction be higher than 25.00% on 2026-04-10 for the Metaculus question ""Will Benjamin Netanyahu ce",,,,open,,,https://www.metaculus.com/questions/42983/
42981,Will BK's market close price on 2026-04-10 be higher than its market close price on 2026-03-30?,,,,open,,,https://www.metaculus.com/questions/42981/
42976,"Will the community prediction be higher than 18.00% on 2026-04-06 for the Metaculus question ""Will Saudi Arabia and Isra",,,,open,,,https://www.metaculus.com/questions/42976/
42975,"Will the community prediction be higher than 20.00% on 2026-04-11 for the Metaculus question ""Will the Iranian governmen",,,,open,,,https://www.metaculus.com/questions/42975/
42974,Will WRB's market close price on 2026-04-07 be higher than its market close price on 2026-03-30?,,,,open,,,https://www.metaculus.com/questions/42974/
42973,Will ADM's market close price on 2026-04-06 be higher than its market close price on 2026-03-30?,,,,open,,,https://www.metaculus.com/questions/42973/
42971,"Will the community prediction be higher than 11.00% on 2026-04-09 for the Metaculus question ""Will shipping traffic thro",,,,open,,,https://www.metaculus.com/questions/42971/
42969,Will LDOS's market close price on 2026-04-10 be higher than its market close price on 2026-03-30?,,,,open,,,https://www.metaculus.com/questions/42969/
42966,"Will the community prediction be higher than 22.00% on 2026-04-07 for the Metaculus question ""Will restrictions on the u",,,,open,,,https://www.metaculus.com/questions/42966/
42965,"Will the community prediction be higher than 50.00% on 2026-04-11 for the Metaculus question ""Will an AI-created song ch",,,,open,,,https://www.metaculus.com/questions/42965/
42962,"Will the community prediction be higher than 34.00% on 2026-04-11 for the Metaculus question ""Will Anthropic be a design",,,,open,,,https://www.metaculus.com/questions/42962/
42961,Will TMO's market close price on 2026-04-11 be higher than its market close price on 2026-03-30?,,,,open,,,https://www.metaculus.com/questions/42961/
42959,Will the United States Department of Justice indict the Federal Reserve before May 2026?,,,,open,,,https://www.metaculus.com/questions/42959/
42930,Will the UK's public sector net borrowing excluding public sector banks be below £0 in March 2026?,,,,open,,,https://www.metaculus.com/questions/42930/
42929,"Will WHO publish at least one new Disease Outbreak News item about cholera or acute watery diarrhoea before April 30, 20",,,,open,,,https://www.metaculus.com/questions/42929/
42928,Will China’s official NBS non-manufacturing business activity index for April 2026 be greater than 50.0?,,,,open,,,https://www.metaculus.com/questions/42928/
42927,"Will OFAC publish at least one Belarus-related sanctions action before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42927/
42926,Will CDC report at least one newly identified human infection with a novel influenza A virus in the United States before,,,,open,,,https://www.metaculus.com/questions/42926/
42925,"Will NASA’s Northrop Grumman CRS-24 mission launch before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42925/
42924,Will the official end-of-month elevation for Lake Mead in April 2026 be strictly above 1062.50 feet?,,,,open,,,https://www.metaculus.com/questions/42924/
42923,"Will the U.S. Senate confirm at least five federal Article III judicial nominees before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42923/
42920,Will the U.S. Copyright Office publish a report document labeled Part 4 in its Copyright and Artificial Intelligence ser,,,,open,,,https://www.metaculus.com/questions/42920/
42919,"Will the WTO post at least one new dispute-settlement news item naming India as complainant before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42919/
42918,Will the first official U.S. Census Bureau advance estimate for March 2026 show that seasonally adjusted U.S. retail and,,,,open,,,https://www.metaculus.com/questions/42918/
42917,Will at least one 2025–26 UEFA Champions League quarter-final first-leg match finish with four or more total goals befor,,,,open,,,https://www.metaculus.com/questions/42917/
42916,Will Germany’s seasonally and calendar adjusted real new orders in manufacturing increase month over month in February 2,,,,open,,,https://www.metaculus.com/questions/42916/
42911,Will an AdaptyvBio protein-binder competition have >75% of tested designs be classified as binders before 2030?,,,,open,,,https://www.metaculus.com/questions/42911/
42849,"Will 12 or more oil tankers transit the Strait of Hormuz on any day before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42849/
42848,Will Mikael Åkerfeldt and Steven Wilson release another Storm Corrosion album before 2028?,,,,open,,,https://www.metaculus.com/questions/42848/
42840,Will Israel conduct a ground invasion of Iran before 2027?,,,,open,,,https://www.metaculus.com/questions/42840/
42830,Will Romuald Wadagni win the Benin presidential election in April 2026?,,,,open,,,https://www.metaculus.com/questions/42830/
42827,Will all of these New England comic con events be held during 2026?,,,,open,,,https://www.metaculus.com/questions/42827/
42813,Will Copernicus (C3S) report that March 2026 was the warmest March on record globally?,,,,open,,,https://www.metaculus.com/questions/42813/
42811,"Will at least one cabinet-level UK Secretary of State be newly appointed before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42811/
42810,"Will CDC’s official U.S. human A(H5N1) case tally increase by at least one before April 30, 2026?",,,,open,,,https://www.metaculus.com/questions/42810/
42809,"Will Meta publicly announce or release a model explicitly named “Llama 5” before April 30, 2026?",,,,open,,,https://www.metaculus.com/questions/42809/
42808,"Will the White House or OMB publish FY 2027 President’s Budget materials before April 30, 2026?",,,,open,,,https://www.metaculus.com/questions/42808/
42804,Will ASML’s Q1 2026 results show total net sales strictly above €8.5 billion?,,,,open,,,https://www.metaculus.com/questions/42804/
42802,Will ASML’s Q1 2026 results show gross margin strictly above 52.0%?,,,,open,,,https://www.metaculus.com/questions/42802/
42801,Will the “Yes” side receive strictly more than 60.0% of valid votes in the 2026 Maldives constitutional referendum?,,,,open,,,https://www.metaculus.com/questions/42801/
42798,"Will California’s official statewide snowpack on April 1, 2026 be at least 80.0% of the April 1 average?",,,,open,,,https://www.metaculus.com/questions/42798/
42797,Will average hourly earnings for all employees on U.S. private nonfarm payrolls rise by more than 0.3% from February 202,,,,open,,,https://www.metaculus.com/questions/42797/
42796,Will the Bank of England report more than 60000 net mortgage approvals for house purchase in the UK for February 2026?,,,,open,,,https://www.metaculus.com/questions/42796/
42748,"Will shipping traffic through the Strait of Hormuz return to normal before April 27, 2026?",,,,open,,,https://www.metaculus.com/questions/42748/
42747,Will the U.S. conduct a ground invasion of Iran before May 2026?,,,,open,,,https://www.metaculus.com/questions/42747/
42744,Will the United States attack Cuba before 2027?,,,,open,,,https://www.metaculus.com/questions/42744/
42742,Will any person be charged with at least 1 death in space before 2036?,,,,open,,,https://www.metaculus.com/questions/42742/
42741,Will total MLB regular-season attendance in 2026 exceed 72 million?,,,,open,,,https://www.metaculus.com/questions/42741/
42738,Will a general-purpose biological materials manufacturing platform be publicly demonstrated before 2035?,,,,open,,,https://www.metaculus.com/questions/42738/
42730,"By 2030, will 50% or more of GiveWell's top charities include a WELLBY-based cost-effectiveness analysis alongside or in",,,,open,,,https://www.metaculus.com/questions/42730/
42729,"Will shipping traffic through the Strait of Hormuz return to normal before April 27, 2026?",,,,open,,,https://www.metaculus.com/questions/42729/
42726,Will ERIE's market close price on 2026-03-28 be higher than its market close price on 2026-03-20?,,,,open,,,https://www.metaculus.com/questions/42726/
42725,"Will the community prediction be higher than 13.00% on 2026-03-28 for the Metaculus question ""Will the winner of the 202",,,,open,,,https://www.metaculus.com/questions/42725/
42722,Will CLX's market close price on 2026-03-28 be higher than its market close price on 2026-03-20?,,,,open,,,https://www.metaculus.com/questions/42722/
42721,"Will the community prediction be higher than 18.00% on 2026-03-28 for the Metaculus question ""Will Saudi Arabia and Isra",,,,open,,,https://www.metaculus.com/questions/42721/
42720,"Will the community prediction be higher than 16.00% on 2026-03-27 for the Metaculus question ""Will presidential impoundm",,,,open,,,https://www.metaculus.com/questions/42720/
42715,Will WFC's market close price on 2026-03-28 be higher than its market close price on 2026-03-18?,,,,open,,,https://www.metaculus.com/questions/42715/
42714,Will GOOGL's market close price on 2026-03-27 be higher than its market close price on 2026-03-18?,,,,open,,,https://www.metaculus.com/questions/42714/
42713,"Will the community prediction be higher than 63.00% on 2026-03-27 for the Metaculus question ""Will the United States con",,,,open,,,https://www.metaculus.com/questions/42713/
42712,"Will the community prediction be higher than 43.00% on 2026-03-26 for the Metaculus question ""Will Anthropic be a design",,,,open,,,https://www.metaculus.com/questions/42712/
42710,"Will the community prediction be higher than 30.00% on 2026-03-28 for the Metaculus question ""Will the United States exp",,,,open,,,https://www.metaculus.com/questions/42710/
42708,Will DVN's market close price on 2026-03-27 be higher than its market close price on 2026-03-17?,,,,open,,,https://www.metaculus.com/questions/42708/
42707,"Will the community prediction be higher than 61.00% on 2026-03-28 for the Metaculus question ""Will Keiko Fujimori advanc",,,,open,,,https://www.metaculus.com/questions/42707/
42704,Will SBUX's market close price on 2026-03-26 be higher than its market close price on 2026-03-17?,,,,open,,,https://www.metaculus.com/questions/42704/
42703,"Will the community prediction be higher than 22.00% on 2026-03-26 for the Metaculus question ""Will the US and Iran agree",,,,open,,,https://www.metaculus.com/questions/42703/
42702,Will MPWR's market close price on 2026-03-27 be higher than its market close price on 2026-03-17?,,,,open,,,https://www.metaculus.com/questions/42702/
42700,Will BR's market close price on 2026-03-28 be higher than its market close price on 2026-03-17?,,,,open,,,https://www.metaculus.com/questions/42700/
42697,"Will the community prediction be higher than 65.00% on 2026-03-28 for the Metaculus question ""Will the Community beat Na",,,,open,,,https://www.metaculus.com/questions/42697/
42694,Will EXE's market close price on 2026-03-24 be higher than its market close price on 2026-03-16?,,,,open,,,https://www.metaculus.com/questions/42694/
42693,Will TEL's market close price on 2026-03-28 be higher than its market close price on 2026-03-16?,,,,open,,,https://www.metaculus.com/questions/42693/
42692,Will MO's market close price on 2026-03-27 be higher than its market close price on 2026-03-16?,,,,open,,,https://www.metaculus.com/questions/42692/
42691,"Will the community prediction be higher than 50.00% on 2026-03-26 for the Metaculus question ""Will Cloudflare experience",,,,open,,,https://www.metaculus.com/questions/42691/
42690,"Will the community prediction be higher than 14.00% on 2026-03-23 for the Metaculus question ""Will Lisa Cook cease to be",,,,open,,,https://www.metaculus.com/questions/42690/
42683,"Will the community prediction be higher than 61.00% on 2026-03-26 for the Metaculus question ""Will Keir Starmer cease to",,,,open,,,https://www.metaculus.com/questions/42683/
42681,"Will the community prediction be higher than 10.00% on 2026-03-28 for the Metaculus question ""Will Nvidia's stock price ",,,,open,,,https://www.metaculus.com/questions/42681/
42679,"Will the community prediction be higher than 37.50% on 2026-03-26 for the Metaculus question ""Will the Iranian governmen",,,,open,,,https://www.metaculus.com/questions/42679/
42676,Will DVA's market close price on 2026-03-27 be higher than its market close price on 2026-03-16?,,,,open,,,https://www.metaculus.com/questions/42676/
42675,"Will the community prediction be higher than 74.20% on 2026-03-28 for the Metaculus question ""Will an AI model reach a 3",,,,open,,,https://www.metaculus.com/questions/42675/
42673,Will CTVA's market close price on 2026-03-25 be higher than its market close price on 2026-03-16?,,,,open,,,https://www.metaculus.com/questions/42673/
42672,Will HPE's market close price on 2026-03-28 be higher than its market close price on 2026-03-16?,,,,open,,,https://www.metaculus.com/questions/42672/
42668,Will PPL's market close price on 2026-03-24 be higher than its market close price on 2026-03-16?,,,,open,,,https://www.metaculus.com/questions/42668/
42666,Will the Cuban government lose power before 2027?,,,,open,,,https://www.metaculus.com/questions/42666/
42647,Will the European Court of Human Rights list at least one entry labeled “Grand Chamber Judgment” on its Delivery of Judg,,,,open,,,https://www.metaculus.com/questions/42647/
42646,Will the next UN Security Council resolution renewing the UNMISS mandate be adopted with at least one abstention before ,,,,open,,,https://www.metaculus.com/questions/42646/
42645,Will the White House announce at least one new nomination to a Cabinet-level office in April 2026?,,,,open,,,https://www.metaculus.com/questions/42645/
42644,Will CDC report cumulative influenza-associated pediatric deaths of at least 140 for the 2025–26 U.S. flu season before ,,,,open,,,https://www.metaculus.com/questions/42644/
42642,Will the U.S. Supreme Court’s current Granted & Noted List show at least five distinct cases with “Granted” dates from M,,,,open,,,https://www.metaculus.com/questions/42642/
42641,"Will Blue Origin launch its New Glenn rocket before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42641/
42640,"Will the U.S. Nuclear Regulatory Commission post a new advanced-reactor licensing milestone before April 30, 2026?",,,,open,,,https://www.metaculus.com/questions/42640/
42639,"Will Microsoft list at least one exploited Windows vulnerability in a Patch Tuesday release before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42639/
42638,"Will Copernicus report that Europe was warmer than the 1991–2020 average in March 2026 before April 30, 2026?",,,,open,,,https://www.metaculus.com/questions/42638/
42636,"Will the U.S. Copyright Office publish a final, non-prepublication version of AI Report Part 3 before April 15, 2026?",,,,open,,,https://www.metaculus.com/questions/42636/
42634,Will at least one No. 1 seed reach the 2026 NCAA Division I men’s basketball national championship game?,,,,open,,,https://www.metaculus.com/questions/42634/
42632,"Will every party win fewer than 10 seats in the Faroe Islands’ 2026 general election before March 31, 2026?",,,,open,,,https://www.metaculus.com/questions/42632/
42631,Will any single film win at least five Academy Awards at the 98th Academy Awards?,,,,open,,,https://www.metaculus.com/questions/42631/
42630,Will Iran participate in the 2026 FIFA World Cup?,,,,open,,,https://www.metaculus.com/questions/42630/
42628,Will there be a non-test nuclear detonation in Iran before 2027?,,,,open,,,https://www.metaculus.com/questions/42628/
42627,"Will the UK, EU, and EFTA countries award €10bn in incentives for non-petroleum chemical production in any year before 2",,,,open,,,https://www.metaculus.com/questions/42627/
42616,Will the United States attempt to occupy or blockade Kharg Island during 2026?,,,,open,,,https://www.metaculus.com/questions/42616/
42564,Will Romuald Wadagni win the Benin presidential election in April 2026?,,,,open,,,https://www.metaculus.com/questions/42564/
42563,Will a 1kt meteor strike take place during March or April 2026?,,,,open,,,https://www.metaculus.com/questions/42563/
42559,Will any of these New England conventions be cancelled or rescheduled due to measles?,,,,open,,,https://www.metaculus.com/questions/42559/
42548,"Will gas prices in the US reach a new all-time high before April 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42548/
42542,Will the U.S. conduct a ground invasion of Iran before May 2026?,,,,open,,,https://www.metaculus.com/questions/42542/
42540,Will a 1kt meteor strike take place during March or April 2026?,,,,open,,,https://www.metaculus.com/questions/42540/
42517,Will the United States lose its measles elimination status before 2027?,,,,open,,,https://www.metaculus.com/questions/42517/
42516,"Will the U.S. Congress pass (House and Senate) a standalone FAA extension or authorization bill before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42516/
42515,"Will Apple publish an iOS or iPadOS security update noting active exploitation before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42515/
42514,Will the April 2026 Android Security Bulletin list at least one vulnerability rated “Critical” in Android Framework or S,,,,open,,,https://www.metaculus.com/questions/42514/
42513,"Will EUR/GBP fall below 0.82 before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42513/
42512,"Will Google Chrome Stable release notes mention a vulnerability exploited in the wild before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42512/
42511,"Will OpenSSL publish a HIGH or CRITICAL security advisory before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42511/
42510,"Will ULA have at least one Vulcan launch attempt before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42510/
42508,"Will WHO Disease Outbreak News publish a new mpox-related item before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42508/
42507,Will the Global Polio Eradication Initiative (GPEI) report at least one new wild poliovirus type 1 (WPV1) case with onse,,,,open,,,https://www.metaculus.com/questions/42507/
42506,"Will there be at least one INES Level 3 or higher event in 2026 listed by May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42506/
42505,"Will the U.S. Supreme Court grant certiorari in at least 10 new cases before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42505/
42504,"Will the U.S. Supreme Court issue at least 15 signed merits opinions in argued cases before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42504/
42499,Will US existing home sales (seasonally adjusted annual rate) for March 2026 be at least 4.0 million?,,,,open,,,https://www.metaculus.com/questions/42499/
42498,"Will Anthropic be a designated supply chain risk on May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42498/
42496,"Will Donald Trump and Xi Jinping meet in person before April 3, 2026?",,,,open,,,https://www.metaculus.com/questions/42496/
42494,"Will Brent crude oil reach $90 a barrel before March 15, 2026?",,,,open,,,https://www.metaculus.com/questions/42494/
42492,"Will Brent crude oil reach $100 a barrel before April 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42492/
42491,"Will Anthropic be a designated supply chain risk on May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42491/
42490,"Will Volodymyr Zelenskyy and Vladimir Putin meet in person before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42490/
42489,"Will the United Arab Emirates conduct a direct military strike against Iran before June 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42489/
42487,[RESTATED at https://www.metaculus.com/c/unjournal/42731/better-basis-for-a-well-being-metric-in-lmic-interventions-well,,,,open,,,https://www.metaculus.com/questions/42487/
42485,"Will Saudi Arabia conduct a direct military strike against Iran before June 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42485/
42484,Moved to https://www.metaculus.com/c/unjournal/42735/a-overall-wellby-vs-b-separate-measures-and-conversion-well_04/,,,,open,,,https://www.metaculus.com/questions/42484/
42480,Will Pam Bondi be out as US Attorney General before May 2026?,,,,open,,,https://www.metaculus.com/questions/42480/
42476,Will the United States report any locally acquired New World screwworm infestation (in a human or an animal) before 2027,,,,open,,,https://www.metaculus.com/questions/42476/
42475,Will Keiko Fujimori advance to the runoff in the 2026 Peruvian presidential election?,,,,open,,,https://www.metaculus.com/questions/42475/
42474,Will the US and Iran agree to a ceasefire before May 2026?,,,,open,,,https://www.metaculus.com/questions/42474/
42472,Will the US and Iran agree to a ceasefire before May 2026?,,,,open,,,https://www.metaculus.com/questions/42472/
42431,"Will a ceasefire in the 2026 conflict between Israel and the United States and Iran be announced before March 15, 2026?",,,,open,,,https://www.metaculus.com/questions/42431/
42430,"Will there be a successful coup in Africa or Latin America before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42430/
42428,Will CINF's market close price on 2026-03-13 be higher than its market close price on 2026-03-06?,,,,open,,,https://www.metaculus.com/questions/42428/
42427,"Will the community prediction be higher than 76.00% on 2026-03-13 for the Metaculus question ""Will NASA's Artemis II com",,,,open,,,https://www.metaculus.com/questions/42427/
42426,"Will the community prediction be higher than 44.00% on 2026-03-14 for the Metaculus question ""Will OpenAI file for an IP",,,,open,,,https://www.metaculus.com/questions/42426/
42425,"Will the community prediction be higher than 79.00% on 2026-03-12 for the Metaculus question ""Will the Community beat Na",,,,open,,,https://www.metaculus.com/questions/42425/
42424,"Will the community prediction be higher than 10.00% on 2026-03-14 for the Metaculus question ""Will a federal judge be im",,,,open,,,https://www.metaculus.com/questions/42424/
42423,Will LULU's market close price on 2026-03-14 be higher than its market close price on 2026-03-04?,,,,open,,,https://www.metaculus.com/questions/42423/
42421,Will MCO's market close price on 2026-03-13 be higher than its market close price on 2026-03-04?,,,,open,,,https://www.metaculus.com/questions/42421/
42419,Will SWK's market close price on 2026-03-13 be higher than its market close price on 2026-03-04?,,,,open,,,https://www.metaculus.com/questions/42419/
42417,Will HBAN's market close price on 2026-03-13 be higher than its market close price on 2026-03-04?,,,,open,,,https://www.metaculus.com/questions/42417/
42415,"Will the community prediction be higher than 27.00% on 2026-03-13 for the Metaculus question ""Will the US, UK or EU appr",,,,open,,,https://www.metaculus.com/questions/42415/
42413,Will GWW's market close price on 2026-03-12 be higher than its market close price on 2026-03-03?,,,,open,,,https://www.metaculus.com/questions/42413/
42412,"Will the community prediction be higher than 63.00% on 2026-03-11 for the Metaculus question ""Will Keir Starmer cease to",,,,open,,,https://www.metaculus.com/questions/42412/
42411,Will INTC's market close price on 2026-03-12 be higher than its market close price on 2026-03-03?,,,,open,,,https://www.metaculus.com/questions/42411/
42409,Will EXR's market close price on 2026-03-10 be higher than its market close price on 2026-03-03?,,,,open,,,https://www.metaculus.com/questions/42409/
42406,Will WEC's market close price on 2026-03-12 be higher than its market close price on 2026-03-03?,,,,open,,,https://www.metaculus.com/questions/42406/
42404,Will INCY's market close price on 2026-03-14 be higher than its market close price on 2026-03-03?,,,,open,,,https://www.metaculus.com/questions/42404/
42402,Will YUM's market close price on 2026-03-14 be higher than its market close price on 2026-03-03?,,,,open,,,https://www.metaculus.com/questions/42402/
42396,"Will the community prediction be higher than 30.00% on 2026-03-14 for the Metaculus question ""Will there be a ceasefire ",,,,open,,,https://www.metaculus.com/questions/42396/
42393,Will DD's market close price on 2026-03-13 be higher than its market close price on 2026-03-02?,,,,open,,,https://www.metaculus.com/questions/42393/
42391,"Will the community prediction be higher than 55.00% on 2026-03-13 for the Metaculus question ""Will the UK increase the q",,,,open,,,https://www.metaculus.com/questions/42391/
42390,Will SYY's market close price on 2026-03-13 be higher than its market close price on 2026-03-02?,,,,open,,,https://www.metaculus.com/questions/42390/
42387,Will COO's market close price on 2026-03-14 be higher than its market close price on 2026-03-02?,,,,open,,,https://www.metaculus.com/questions/42387/
42386,"Will the community prediction be higher than 37.00% on 2026-03-13 for the Metaculus question ""Will the US establish a go",,,,open,,,https://www.metaculus.com/questions/42386/
42384,Will PFE's market close price on 2026-03-13 be higher than its market close price on 2026-03-02?,,,,open,,,https://www.metaculus.com/questions/42384/
42383,"Will the community prediction be higher than 45.00% on 2026-03-14 for the Metaculus question ""Will the DOJ officially re",,,,open,,,https://www.metaculus.com/questions/42383/
42382,"Will the community prediction be higher than 23.00% on 2026-03-12 for the Metaculus question ""Will the U.S. enact an AI ",,,,open,,,https://www.metaculus.com/questions/42382/
42377,"Will the community prediction be higher than 12.00% on 2026-03-14 for the Metaculus question ""Will the North Atlantic se",,,,open,,,https://www.metaculus.com/questions/42377/
42374,"Will the community prediction be higher than 66.70% on 2026-03-14 for the Metaculus question ""Will GTA VI be released du",,,,open,,,https://www.metaculus.com/questions/42374/
42372,"Will the community prediction be higher than 5.00% on 2026-03-10 for the Metaculus question ""Before May 1, 2026, will th",,,,open,,,https://www.metaculus.com/questions/42372/
42370,"Will the community prediction be higher than 70.00% on 2026-03-14 for the Metaculus question ""Will the Iranian governmen",,,,open,,,https://www.metaculus.com/questions/42370/
42367,Will Reza Pahlavi visit Iran during 2026?,,,,open,,,https://www.metaculus.com/questions/42367/
42331,"Will the US President veto at least one bill before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42331/
42330,"Will Anthropic make Claude 5 available via a public API before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42330/
42328,"Will France have a cabinet reshuffle replacing more than two ministers before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42328/
42327,"Will an IAEA Iran report mention new centrifuge cascade installation at Natanz or Fordow before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42327/
42326,"Will any Google Gemini model rank #1 on the LMSYS (LM Arena) leaderboard on May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42326/
42325,"Will the US BIS publish a final rule tightening semiconductor-related export controls before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42325/
42321,Will any UEFA Champions League 2025–26 quarter-final first leg end 0–0?,,,,open,,,https://www.metaculus.com/questions/42321/
42320,"Will the Maldives hold its 2026 local elections before April 5, 2026?",,,,open,,,https://www.metaculus.com/questions/42320/
42318,"Will any Google Gemini model rank #1 on the LMSYS (LM Arena) leaderboard on April 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42318/
42315,"Will any Google Gemini model rank #1 on the LMSYS (LM Arena) leaderboard on March 15, 2026?",,,,open,,,https://www.metaculus.com/questions/42315/
42314,"Will Colombia hold its 2026 parliamentary election before March 9, 2026?",,,,open,,,https://www.metaculus.com/questions/42314/
42302,Will Cloudflare experience another critical incident before May 2026?,,,,open,,,https://www.metaculus.com/questions/42302/
42298,"Will any FAA-certified eVTOL passenger service be open to the general public in at least one U.S. city before Jan. 1, 20",,,,open,,,https://www.metaculus.com/questions/42298/
42284,Will Cloudflare experience another critical incident before May 2026?,,,,open,,,https://www.metaculus.com/questions/42284/
42274,"Will any AI model achieve a score of 95% or higher on the GPQA Diamond Benchmark Leaderboard before April 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42274/
42273,Will Senator John Cornyn avoid elimination in the first round of the Texas Republican primary?,,,,open,,,https://www.metaculus.com/questions/42273/
42268,"Will thale cress, maize, and soybean achieve 50% faster transformation-to-T1 seed timelines before 2030?",,,,open,,,https://www.metaculus.com/questions/42268/
42267,Will a bot be #1 in the Metaculus 2026 Baseline Leaderboard on the Ides of March 2026?,,,,open,,,https://www.metaculus.com/questions/42267/
42262,Will Anthropic overtake OpenAI in revenue in 2026?,,,,open,,,https://www.metaculus.com/questions/42262/
42246,"Will H.R. 33 (United States–Taiwan Expedited Double-Tax Relief Act) be enacted into law before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42246/
42245,"Will the IOM Missing Migrants Project record at least 1,000 Mediterranean migrant deaths in 2026 before May 2026?",,,,open,,,https://www.metaculus.com/questions/42245/
42243,"Will Christie’s, Sotheby’s, or Phillips report a public auction sale of a painting for at least US$100 million before Ma",,,,open,,,https://www.metaculus.com/questions/42243/
42242,"Will the English Wikipedia have at least 7,190,000 articles before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42242/
42241,"Will at least one film surpass US$1 billion in worldwide box office before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42241/
42240,"Will the Cannes Film Festival publish its 2026 official selection before April 10, 2026?",,,,open,,,https://www.metaculus.com/questions/42240/
42239,"Will CDC’s preliminary estimate of cumulative flu-related hospitalizations for the 2025–26 season reach 850,000 before A",,,,open,,,https://www.metaculus.com/questions/42239/
42238,"Will the English Wikipedia have at least 7,160,000 articles before April 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42238/
42237,Will the IOM Missing Migrants Project record at least 900 Mediterranean migrant deaths in 2026 before April 2026?,,,,open,,,https://www.metaculus.com/questions/42237/
42236,Will the IOM Missing Migrants Project record at least 800 Mediterranean migrant deaths in 2026 before March 2026?,,,,open,,,https://www.metaculus.com/questions/42236/
42235,"Will the English Wikipedia have at least 7,145,000 articles before March 1, 2026?",,,,open,,,https://www.metaculus.com/questions/42235/
