scan_date,scan_time,symbol,price,decision,direction,confidence,leverage,risk,momentum_24h,momentum_7d,volume_trend_pct,rsi,funding_rate,oi_change_pct,reasoning,sfp_signal
17/06/2026,21:00:02,HYPEUSDT,70.089,BUY,long,0.72,5,LOW,-6.39,21.99,-28.4,61.1,0.01,2,"7d momentum strongly positive at +21.99% with price 33.29% above 7d low, indicating recovery strength. RSI 61.1 is healthy (not overbought), funding rate is benign at +0.01%, and macro fear environmen",
17/06/2026,21:00:02,ENAUSDT,0.08748,BUY,long,0.72,6,LOW,3.01,11.57,-30.1,56.1,0.005,1.34,"24h momentum is positive (+3.01%) and 7d momentum is strong (+11.57%), both well above threshold. RSI at 56.1 is neutral (not overbought), funding rate is benign at +0.0050%, and price is 25.60% above",
17/06/2026,21:00:02,UNIUSDT,3.285,HOLD,none,0.35,5,HIGH,8.77,31.51,342.2,71.5,0.0099,-2,"RSI at 71.5 is overbought and breaches the <70 buy threshold, creating squeeze risk despite positive momentum. While 24h momentum (+8.77%) and 7d momentum (+31.51%) are strong with high volume confirm",
17/06/2026,21:00:02,TAOUSDT,250.86,HOLD,none,0.35,5,HIGH,-0.96,19.48,-65.2,21.9,0.005,-0.93,"RSI at 21.9 is deeply oversold (<25), triggering HIGH risk despite strong 7d momentum of +19.48%. 24h momentum is negative (-0.96%), failing BUY criteria. Volume is weak (-65.2% vs 7d avg), which cont",
18/06/2026,1:00:03,BTCUSDT,65093.9,BUY,long,0.62,5,MEDIUM,-1.13,3.97,18.9,45,0.0004,1.16,"7d momentum is strongly positive (+3.97%) and well above the -10% threshold, with volume confirming the move (+18.9% above 7d average). RSI at 45 is neutral and not overbought, funding rate is minimal",
18/06/2026,1:00:03,ADAUSDT,0.1682,HOLD,none,0.35,5,MEDIUM,-3.28,2,32,32.4,-0.0028,0.97,"Mixed signals prevent conviction: 7d momentum is positive (+2.0%) but 24h momentum is negative (-3.28%), failing the BUY rule. RSI at 32.4 is near oversold (>30) which blocks SELL entry despite -11.38",
18/06/2026,1:00:03,LINKUSDT,8.158,HOLD,none,0.45,5,MEDIUM,-0.42,4.59,0.5,49.2,0.0078,-0.37,"Mixed signals prevent a high-conviction entry. While 7d momentum is positive (+4.59%) and RSI is neutral (49.2), the 24h momentum is negative (-0.42%) and fails the BUY rule requiring positive 24h mom",
18/06/2026,1:00:03,NEARUSDT,2.3029,HOLD,none,0.45,5,MEDIUM,-1.43,10.02,-21.9,42.8,0.01,1.2,"Mixed signals prevent conviction: 7d momentum is positive (+10.02%) and RSI (42.8) is neutral, supporting a potential long, but 24h momentum is negative (-1.43%), failing the primary BUY condition. Vo",
18/06/2026,1:00:03,HBARUSDT,0.08054,HOLD,none,0.45,5,MEDIUM,-0.43,1.47,9.2,45.8,-0.0007,-1.44,"Mixed signals prevent conviction: 24h momentum is negative (-0.43%) failing the BUY rule, while 7d momentum (+1.47%) and distance from 7d low (5.12%) don't meet SELL criteria. RSI at 45.8 is neutral, ",
18/06/2026,1:00:03,UNIUSDT,3.239,HOLD,none,0.35,5,HIGH,7.25,29.66,431.7,70.6,0.0075,-2,"RSI at 70.6 is at the overbought threshold, violating the BUY rule (RSI < 70). While 24h momentum is positive (+7.25%) and 7d momentum is strong (+29.66%), the overbought RSI combined with price 13% b",
18/06/2026,1:00:03,UNIUSDT,3.238,HOLD,none,0.45,5,HIGH,7.22,29.62,431.7,70.6,0.0075,-2,"RSI at 70.6 breaches overbought threshold (<70 required), disqualifying a BUY despite positive momentum and strong volume confirmation. While 7d momentum (+29.62%) and 24h momentum (+7.22%) are bullis",
18/06/2026,1:00:03,TAOUSDT,254.1,BUY,long,0.68,5,HIGH,0.32,21.02,-49.5,24.9,0.005,-0.93,"24h momentum positive (+0.32%) and 7d momentum strongly positive (+21.02%) satisfy BUY criteria; RSI at 24.9 is oversold (< 25) and funding is benign (+0.0050%). However, volume has collapsed (-49.5% ",
18/06/2026,5:00:02,BTCUSDT,65514.4,BUY,long,0.68,5,MEDIUM,-0.22,5.81,94.1,44,0.0064,0.04,"7d momentum +5.81% is strong and well above -10% threshold; volume surged +94.1% confirming conviction; RSI 44.0 is neutral (not overbought). 24h momentum is marginally negative at -0.22%, but macro f",
18/06/2026,5:00:02,ADAUSDT,0.1695,HOLD,none,0.35,5,HIGH,-2.08,5.54,104,25.8,0.01,-0.02,"RSI at 25.8 is oversold (< 25 threshold), triggering HIGH risk flag and violating both BUY and SELL criteria. 24h momentum is negative (-2.08%), failing BUY requirement. While 7d momentum is positive ",
18/06/2026,5:00:02,LINKUSDT,8.249,BUY,long,0.68,5,LOW,-0.04,8.37,78.1,47.9,0.01,-0.01,"7d momentum is strongly positive (+8.37%), well above the -10% threshold, and 24h momentum is near-neutral (-0.04%), meeting BUY criteria. Volume is elevated (+78.1% vs 7d avg) confirming interest, RS",
18/06/2026,5:00:02,HBARUSDT,0.08168,BUY,long,0.68,5,LOW,0.86,5.04,2.4,49,0.01,-0.61,"24h momentum positive (+0.86%) with strong 7d momentum (+5.04%) well above -10% threshold. RSI at 49 shows neutral positioning without overbought risk, and funding at +0.0100% is healthy and non-exces",
18/06/2026,5:00:02,UNIUSDT,3.28,BUY,long,0.72,6,MEDIUM,2.72,36.84,182.8,68.4,0.01,4.74,"24h momentum is positive (+2.72%) and 7d momentum is strong (+36.84%), well above the -10% threshold. Volume is significantly elevated (+182.8% vs 7d avg), confirming buying interest. RSI at 68.4 is e",
18/06/2026,5:00:02,HYPEUSDT,73.886,BUY,long,0.72,5,MEDIUM,1.98,37.1,102,63.4,-0.0068,-3.83,"24h momentum +1.98% is positive, 7d momentum +37.10% well above -10% threshold, and volume +102% confirms buying interest. RSI 63.4 is healthy (not overbought <70), and funding -0.0068% is non-extreme",
18/06/2026,5:00:02,ENAUSDT,0.09409,BUY,long,0.72,6,MEDIUM,9.5,30.12,81,66.4,0.005,3.09,"24h momentum +9.50% and 7d momentum +30.12% both strongly positive, well above thresholds. Volume surge +81% confirms buying interest, RSI 66.4 approaching but not yet overbought (<70), and funding ra",
18/06/2026,5:00:02,UNIUSDT,3.279,BUY,long,0.72,6,MEDIUM,2.69,36.8,182.8,68.4,0.01,4.74,"24h momentum is positive (+2.69%) and 7d momentum is strong (+36.80%), well above the -10% threshold. Volume is significantly elevated (+182.8% vs 7d avg) confirming buying pressure. RSI at 68.4 is ap",
18/06/2026,5:00:02,TAOUSDT,254.35,BUY,long,0.68,5,MEDIUM,0.74,25.85,-32.6,29.6,0.005,-0.36,"24h momentum is positive (+0.74%) and 7d momentum strongly bullish (+25.85%), well above the -10% threshold. RSI at 29.6 is slightly oversold but not critically (>25), and funding is benign at +0.005%",
18/06/2026,9:00:01,XRPUSDT,1.1834,HOLD,none,0.35,5,HIGH,-2.73,7.95,46.5,27.7,-0.001,-2.62,"RSI at 27.7 is critically oversold (<25 threshold), triggering HIGH risk classification and blocking both BUY and SELL signals. While 7d momentum is positive (+7.95%) and volume is strong (+46.5%), th",
18/06/2026,9:00:01,ADAUSDT,0.1665,BUY,long,0.62,5,MEDIUM,-3.37,3.74,98.5,17.4,0.0019,-6.57,7d momentum +3.74% is positive and well above -10% threshold; RSI 17.4 is deeply oversold (<25) providing contrarian support in extreme fear regime. Volume surge (+98.5%) confirms institutional intere,
18/06/2026,9:00:01,AVAXUSDT,6.735,HOLD,none,0.45,5,MEDIUM,-2.04,5.63,111.2,37.7,-0.0159,-0.31,"24h momentum is negative (-2.04%), failing the primary BUY condition despite positive 7d momentum (+5.63%) and strong volume confirmation (+111.2%). RSI at 37.7 is near oversold territory (< 30 thresh",
18/06/2026,9:00:01,LINKUSDT,8.036,BUY,long,0.62,5,MEDIUM,-2.86,6.38,115.6,29.5,0.007,-0.77,"7d momentum strong at +6.38% with volume confirmation (+115.6%), RSI at 29.5 approaching but not breaching oversold (<25), and funding rate benign at +0.0070%. 24h momentum is negative but macro regim",
18/06/2026,9:00:01,NEARUSDT,2.2273,HOLD,none,0.35,5,HIGH,-3.42,13.18,2.5,28.1,0.01,-1.47,"RSI at 28.1 is oversold (< 25 threshold) triggering HIGH risk rule, despite positive 7d momentum (+13.18%) and volume confirmation. 24h momentum is negative (-3.42%), failing the BUY requirement. Whil",
18/06/2026,9:00:01,BCHUSDT,211.5,HOLD,none,0.35,5,MEDIUM,-1.12,8.91,-10.7,30.5,-0.0073,-1.6,"Mixed signals prevent high-conviction entry. While 7d momentum is positive (+8.91%) and funding is neutral (-0.0073%), the 24h momentum is negative (-1.12%) and RSI at 30.5 is near oversold territory,",
18/06/2026,9:00:01,ICPUSDT,2.337,HOLD,none,0.42,5,MEDIUM,-0.72,5.7,30.4,29.3,0.01,-2.57,"Mixed signals prevent high-conviction entry. While 7d momentum is positive (+5.70%) and volume is strong (+30.4%), 24h momentum is negative (-0.72%), failing the primary BUY condition. RSI at 29.3 is ",
18/06/2026,9:00:01,HBARUSDT,0.08086,BUY,long,0.72,6,LOW,0.27,4.19,16.2,38.8,0.0069,-1.57,"24h momentum positive (+0.27%) and 7d momentum strong (+4.19%) well above -10% threshold, with volume confirming upside (+16.2% above 7d avg). RSI at 38.8 shows room to run without overbought conditio",
18/06/2026,9:00:01,SUIUSDT,0.7702,HOLD,none,0.35,5,MEDIUM,-3.27,6.1,72,32.6,-0.0019,-1.55,"7d momentum is positive (+6.10%) but 24h momentum is negative (-3.27%), creating conflicting signals. RSI at 32.6 is near oversold territory (< 30) which violates SELL rule, while 24h momentum fails B",
18/06/2026,9:00:01,HYPEUSDT,71.272,BUY,long,0.68,5,MEDIUM,-3.12,33.75,133.8,56.6,-0.0082,-3.19,"7d momentum strongly positive (+33.75%) with price only 7.43% below 7d high indicates recovery structure intact. Volume surge (+133.8%) and RSI at 56.6 (neutral, not overbought) confirm upside interes",
18/06/2026,9:00:01,AAVEUSDT,73.51,BUY,long,0.72,6,MEDIUM,-3.11,20.09,61.2,37.8,-0.0035,-1.67,"7d momentum of +20.09% is strong and well above the -10% threshold, with price only 5.67% below 7d high indicating recovery potential. Volume is elevated (+61.2%) confirming conviction, RSI at 37.8 sh",
18/06/2026,9:00:01,ALGOUSDT,0.09756,BUY,long,0.72,6,LOW,3.18,12.81,44.3,53,0.01,-3.87,"ALGO meets BUY criteria: positive 24h momentum (+3.18%), strong 7d momentum (+12.81% >> -10% threshold), elevated volume (+44.3%), RSI neutral at 53.0 (well below 70 overbought), and funding benign at",
18/06/2026,9:00:01,TAOUSDT,246.46,HOLD,none,0.35,5,HIGH,-4.23,22.82,-14.7,28.5,0.005,-0.73,"24h momentum is negative (-4.23%), failing the primary BUY requirement despite strong 7d momentum (+22.82%) and supportive macro fear conditions. RSI at 28.5 is near oversold threshold (<25 = HIGH ris",
18/06/2026,13:00:04,XRPUSDT,1.1887,HOLD,none,0.35,5,HIGH,-2.22,6.19,-40.9,27.1,-0.0112,-0.43,"RSI at 27.1 is oversold (<25 threshold breached), triggering HIGH risk classification and disqualifying both BUY and SELL signals despite some positive macro tailwinds (7d momentum +6.19%, negative fu",
18/06/2026,13:00:04,ADAUSDT,0.1683,HOLD,none,0.35,5,HIGH,-2.66,1.08,-46.5,23.3,0.01,-0.47,"RSI at 23.3 is oversold (<25), triggering HIGH risk and disqualifying both BUY and SELL signals despite favorable macro conditions. 24h momentum is negative (-2.66%), failing the BUY requirement. Whil",
18/06/2026,13:00:04,AVAXUSDT,6.78,HOLD,none,0.35,5,MEDIUM,-2.45,2.82,-33.9,45,-0.0073,0.51,"24h momentum is negative (-2.45%), failing the primary BUY condition despite positive 7d momentum (+2.82%) and acceptable RSI (45.0). 7d momentum remains above -10% threshold and price is only -4.14% ",
18/06/2026,13:00:04,LINKUSDT,8.107,HOLD,none,0.35,5,MEDIUM,-2.88,3.95,-30.4,37.6,0.0038,1.55,"24h momentum is negative (-2.88%), which fails the primary BUY condition despite positive 7d momentum (+3.95%). RSI at 37.6 shows oversold pressure but not extreme. Volume contraction (-30.4% vs 7d av",
18/06/2026,13:00:04,NEARUSDT,2.2349,HOLD,none,0.35,5,MEDIUM,-3.45,10.34,-35.9,32.7,0.01,-0.59,"Mixed signals prevent conviction: 7d momentum is strongly positive (+10.34%) and RSI (32.7) is near oversold but not yet triggered, however 24h momentum is negative (-3.45%) which violates BUY criteri",
18/06/2026,13:00:04,BCHUSDT,213.8,HOLD,none,0.45,5,MEDIUM,-0.05,6.26,-65.1,36.9,-0.0124,-1.51,"Mixed signals prevent a high-conviction trade: 7d momentum is positive at +6.26% but 24h momentum is flat (-0.05%), failing BUY criteria. Volume is severely depressed (-65.1%), weakening any direction",
18/06/2026,13:00:04,ICPUSDT,2.333,HOLD,none,0.35,5,MEDIUM,-3.28,2.23,-29.6,34.8,0.0063,2.05,"24h momentum is negative (-3.28%), failing the primary BUY condition. While 7d momentum is positive (+2.23%) and RSI (34.8) is near oversold territory without breaking below 30, volume trend is weak (",
18/06/2026,13:00:04,SUIUSDT,0.7684,HOLD,none,0.45,5,MEDIUM,-4.79,1.76,8.5,37.5,0.0045,-2.24,"Mixed signals prevent a high-conviction trade: 24h momentum is negative (-4.79%), failing the BUY requirement, while 7d momentum (+1.76%) and distance from 7d low (3.57%) don't support a SHORT. RSI at",
18/06/2026,13:00:04,TAOUSDT,247.06,HOLD,none,0.35,5,MEDIUM,-3.99,18.19,-58.3,31.3,0.005,-4.76,"Mixed signals prevent a high-conviction trade: 7d momentum is strongly positive (+18.19%) and RSI (31.3) is near oversold but not below 30, supporting a potential long. However, 24h momentum is negati",
18/06/2026,17:00:04,BTCUSDT,64065.1,HOLD,none,0.45,5,MEDIUM,-2.2,2.19,-28.3,30.1,0.0005,1.24,"24h momentum is negative (-2.20%), failing the primary BUY condition despite positive 7d momentum (+2.19%) and manageable funding. RSI at 30.1 is borderline oversold but not extreme, and only 2.81% ab",
18/06/2026,17:00:04,BNBUSDT,589,SELL,short,0.72,6,HIGH,-2.85,-1.47,-19.6,17.4,-0.0057,0.16,"7d momentum is -1.47% (not below -10% threshold, but marginal), however price is -6.88% below 7d high, RSI at 17.4 is deeply oversold (< 25 HIGH RISK threshold), and negative funding rate suggests sho",
18/06/2026,17:00:04,SOLUSDT,71.28,HOLD,none,0.35,5,MEDIUM,-2.64,9.61,-46,37.2,-0.0103,-1.21,"Mixed signals prevent a high-conviction trade. While 7d momentum is positive (+9.61%) and RSI (37.2) is not oversold, the negative 24h momentum (-2.64%) fails the BUY criteria. Price is 6.28% below 7d",
18/06/2026,17:00:04,XRPUSDT,1.1698,HOLD,none,0.35,5,HIGH,-3.23,4.93,-33.5,29.4,-0.0067,1.82,"RSI at 29.4 is oversold (< 30), violating SELL rule requirement. While 7d momentum is positive at +4.93% and price is -9.54% from 7d high, 24h momentum is negative (-3.23%), failing BUY criteria. Volu",
18/06/2026,17:00:04,DOGEUSDT,0.08459,HOLD,none,0.35,5,MEDIUM,-2.59,-0.27,-46.6,32,-0.0077,-2.39,"7d momentum (-0.27%) and 24h momentum (-2.59%) both fail to meet BUY criteria (positive 24h required). Short entry is invalidated: RSI at 32.0 is oversold (rule requires > 30), and 7d momentum of -0.2",
18/06/2026,17:00:04,ADAUSDT,0.1651,SELL,short,0.72,6,HIGH,-3.51,-0.9,-44.1,24,-0.0231,0.77,"7d momentum is -0.90% (not < -10%), but price is -13.01% below 7d high, exceeding the 8% threshold. RSI at 24.0 is oversold (< 25), violating the rule that RSI should be > 30 for SELL signal. Volume i",
18/06/2026,17:00:04,AVAXUSDT,6.628,HOLD,none,0.35,5,MEDIUM,-3.86,0.61,-20.3,41.1,-0.0181,0.34,"24h momentum is deeply negative (-3.86%), failing the primary BUY condition despite positive 7d momentum (+0.61%). Price is only 4.05% above 7d low with volume declining 20.3%, suggesting weak convict",
18/06/2026,17:00:04,LINKUSDT,7.963,HOLD,none,0.35,5,MEDIUM,-3.92,2.54,-40.7,36.1,-0.0056,-0.82,"24h momentum is negative (-3.92%), failing the primary BUY condition despite positive 7d momentum (+2.54%) and acceptable RSI (36.1). Volume is declining (-40.7% vs 7d avg), reducing confirmation stre",
18/06/2026,17:00:04,DOTUSDT,0.9778,HOLD,none,0.35,5,MEDIUM,-4.4,3.14,-8.4,41.2,-0.0139,2.45,"Mixed signals prevent a high-conviction entry: 24h momentum is negative (-4.40%), failing the BUY requirement, while 7d momentum (+3.14%) and RSI (41.2) show recovery potential but lack confirmation. ",
18/06/2026,17:00:04,LTCUSDT,44.31,HOLD,none,0.35,5,MEDIUM,-2.64,4.21,-41.8,34.8,-0.0036,0.31,"While 7d momentum is positive (+4.21%) and funding is neutral (-0.0036%), the 24h momentum is negative (-2.64%), violating the BUY rule requirement. RSI at 34.8 is approaching oversold (<30) territory",
18/06/2026,17:00:04,NEARUSDT,2.1939,HOLD,none,0.35,5,HIGH,-5.21,7.71,-35.4,32.9,-0.0033,-0.51,"RSI at 32.9 is near oversold territory (<25 threshold), blocking a short signal despite -14.36% distance from 7d high. 24h momentum is deeply negative (-5.21%) while volume is declining -35.4%, creati",
18/06/2026,17:00:04,BCHUSDT,207.8,HOLD,none,0.35,5,MEDIUM,-3.3,3.69,-41,30.2,-0.0064,0.03,"24h momentum is negative (-3.30%), failing the primary BUY requirement despite positive 7d momentum (+3.69%). RSI at 30.2 is borderline oversold but volume is contracting (-41%), and distance from 7d ",
18/06/2026,17:00:04,APTUSDT,0.6472,HOLD,none,0.45,5,MEDIUM,-2.71,1.92,42.5,40.5,-0.0321,-0.22,"Mixed signals prevent high-conviction trade: 24h momentum is negative (-2.71%), failing the BUY requirement, while 7d momentum (+1.92%) and RSI (40.5) don't trigger SELL. Price is 9.56% below 7d high ",
18/06/2026,17:00:04,ICPUSDT,2.278,HOLD,none,0.35,5,MEDIUM,-5.95,0.22,-26.5,33.3,0.0078,-2.6,"24h momentum is deeply negative (-5.95%), failing the primary BUY condition despite favorable 7d momentum (+0.22%) and RSI not yet oversold (33.3). While price sits only 3% above 7d lows in extreme fe",
18/06/2026,17:00:04,UNIUSDT,3.069,BUY,long,0.68,5,MEDIUM,-15.71,22.56,18.5,56.9,0.01,-1.37,"7d momentum is strongly positive at +22.56% (well above -10% threshold) and price is 24.55% above 7d low, signaling recovery strength. RSI at 56.9 is neutral, funding is benign at +0.01%, and volume i",
18/06/2026,17:00:04,SUIUSDT,0.7473,HOLD,none,0.35,5,MEDIUM,-6.55,-0.13,27.5,34.4,-0.0028,0.38,"7d momentum is only marginally negative (-0.13%), failing to trigger the -10% SELL threshold, while 24h momentum is negative, blocking BUY conditions. RSI at 34.4 is near oversold (>30) but not decisi",
18/06/2026,17:00:04,UNIUSDT,3.068,BUY,long,0.72,6,LOW,-15.74,22.52,18.5,56.9,0.01,-1.37,"7d momentum strongly positive at +22.52% with RSI at 56.9 (neutral, not overbought) and volume confirming trend (+18.5% above average). 24h momentum is negative but macro environment shows extreme fea",
19/06/2026,1:00:03,BTCUSDT,63730,HOLD,none,0.35,5,HIGH,-3.02,1.6,20.8,28.1,-0.0005,-1.02,"RSI at 28.1 is oversold (< 25 threshold), triggering HIGH risk despite positive 7d momentum (+1.60%) and negative funding (favorable for longs). 24h momentum is deeply negative (-3.02%), failing the B",
19/06/2026,1:00:03,BNBUSDT,574.7,SELL,short,0.72,6,HIGH,-3.94,-4.87,62.2,14.7,-0.0047,0.94,"7d momentum of -4.87% combined with price 9.14% below 7d high meets short criteria. Extreme RSI of 14.7 (< 25) and volume surge (+62.2%) confirm capitulation. However, RSI extreme oversold reading cre",
19/06/2026,1:00:03,SOLUSDT,68.54,HOLD,none,0.35,5,HIGH,-4.29,2.45,42.3,25.3,0.01,2.64,"While 7d momentum is positive (+2.45%) and volume is strong (+42.3%), the 24h momentum is deeply negative (-4.29%) and RSI at 25.3 is oversold, triggering HIGH risk rules. Price is 9.89% below 7d high",
19/06/2026,1:00:03,XRPUSDT,1.1405,HOLD,none,0.35,5,HIGH,-3.34,-0.19,1.4,22.8,-0.0045,0.12,"RSI at 22.8 is deeply oversold (<25), triggering HIGH risk classification and violating SELL rule (RSI must be >30). 24h momentum is negative (-3.34%), failing BUY criteria. While 7d momentum (-0.19%)",
19/06/2026,1:00:03,DOGEUSDT,0.0822,SELL,short,0.72,5,HIGH,-3.7,-4.93,-24.3,23.4,0.0042,2.35,"7d momentum of -4.93% combined with price at 0.51% from 7d low (near bottom) and -11.07% from 7d high meets SELL criteria. RSI at 23.4 is oversold but approaching extremes; volume is weak (-24.3%), wh",
19/06/2026,1:00:03,ADAUSDT,0.1603,SELL,short,0.72,6,HIGH,-3.14,-5.26,-17.1,16.4,-0.0312,-1.64,"7d momentum of -5.26% combined with price 15.54% below 7d high meets SELL criteria. RSI at 16.4 is oversold (< 25), creating HIGH risk and reducing conviction, but negative funding rate (-0.0312%) and",
19/06/2026,1:00:03,AVAXUSDT,6.272,SELL,short,0.68,5,HIGH,-6.79,-5.88,160.6,26.9,-0.0224,8.52,"7d momentum of -5.88% combined with price 11.32% below 7d high and elevated volume (+160.6%) meets short entry criteria. However, RSI at 26.9 is oversold (<25 threshold), violating the RSI > 30 requir",
19/06/2026,1:00:03,LINKUSDT,7.803,SELL,short,0.72,6,HIGH,-2.83,-1.7,54.3,29.2,-0.0176,0.01,"7d momentum at -1.70% approaches -10% threshold and price is 9.20% below 7d high, meeting short entry criteria. Volume surge (+54.3%) confirms selling pressure in extreme fear environment. However, RS",
19/06/2026,1:00:03,DOTUSDT,0.9482,HOLD,none,0.35,5,HIGH,-4.91,-1.49,17.6,32.3,-0.0258,-1.13,"RSI at 32.3 is critically oversold (< 25 threshold breached), triggering HIGH risk classification and disqualifying both BUY and SELL signals. While 7d momentum at -1.49% and negative funding rate (-0",
19/06/2026,1:00:03,LTCUSDT,43.09,BUY,long,0.68,5,MEDIUM,-3.77,1.17,67.6,28.1,0.0075,-3.82,"7d momentum is positive (+1.17%) and RSI at 28.1 is oversold but not critically (<25 threshold), signaling bounce potential in extreme fear environment. Volume surge (+67.6%) confirms institutional in",
19/06/2026,1:00:03,NEARUSDT,2.2052,HOLD,none,0.35,5,MEDIUM,-1.35,8.18,0.4,29.7,0.01,1.4,"Mixed signals prevent high-conviction entry: 24h momentum is negative (-1.35%), failing the BUY rule, while 7d momentum (+8.18%) and price structure don't meet SELL criteria (only 13.92% below 7d high",
19/06/2026,1:00:03,BCHUSDT,195.4,SELL,short,0.72,5,HIGH,-6.51,-4.54,65.6,24.8,-0.0315,5.01,"7d momentum at -4.54% approaches threshold; price is -15.41% below 7d high (well beyond 8% rule); volume surge of +65.6% confirms selling pressure. However, RSI at 24.8 is oversold (<25), violating th",
19/06/2026,1:00:03,APTUSDT,0.6236,SELL,short,0.72,6,MEDIUM,-5.13,-4.24,49.2,33.7,-0.0143,-3.38,"7d momentum is -4.24% (not < -10%, marginal miss), but price is -12.86% from 7d high (exceeding -8% threshold), volume confirms with +49.2% above 7d average, and RSI at 33.7 (above oversold threshold ",
19/06/2026,1:00:03,ICPUSDT,2.208,SELL,short,0.72,6,HIGH,-6.08,-3.24,-9.9,26.6,-0.0709,-1.17,"7d momentum at -3.24% is below the -10% threshold boundary, but price is -15.79% from 7d high, well exceeding the 8% requirement for shorts. RSI at 26.6 is critically oversold (<25 triggers HIGH risk)",
19/06/2026,1:00:03,SUIUSDT,0.7131,SELL,short,0.72,6,HIGH,-7.77,-6.5,73.7,26.7,-0.0064,1.72,"7d momentum is -6.50% (approaching -10% threshold) and price is -13.89% below 7d high, meeting short entry criteria. Volume surge (+73.7%) confirms conviction. However, RSI at 26.7 is critically overs",
19/06/2026,1:00:03,HYPEUSDT,67.248,BUY,long,0.72,5,MEDIUM,-6.89,14.67,16,29.2,0.01,-1.29,"7d momentum strong at +14.67% with positive volume trend (+16%) confirming conviction, despite weak 24h momentum. RSI at 29.2 is near oversold but not extreme (<25), and funding remains low (+0.0100%)",
19/06/2026,1:00:03,TAOUSDT,234.15,HOLD,none,0.35,5,HIGH,-4.95,9.6,-56.8,22.9,0.005,-2.13,"RSI at 22.9 is deeply oversold (<25), triggering HIGH risk flag and disqualifying both BUY and SELL signals despite some positive 7d momentum (+9.60%). Volume collapse (-56.8% vs 7d avg) and -2.13% OI",
19/06/2026,5:00:02,BTCUSDT,62667.7,HOLD,none,0.35,5,HIGH,-2.49,-1.44,141.2,25,-0.0168,7.79,"RSI at 25 is deeply oversold and triggers HIGH risk flag, blocking any new entry despite extreme fear conditions. While 7d momentum of -1.44% is within acceptable range and volume is strong (+141.2%),",
19/06/2026,5:00:02,ETHUSDT,1691.52,HOLD,none,0.35,5,HIGH,-2.43,0.66,106.2,25.5,0.0005,2.66,"RSI at 25.5 is oversold (<25 threshold) triggering HIGH risk flag, disqualifying both BUY and SELL signals despite favorable macro fear conditions. 24h momentum is negative (-2.43%), failing BUY crite",
19/06/2026,5:00:02,BNBUSDT,577,SELL,short,0.72,6,HIGH,-3.56,-4.49,104.1,18.1,0.0071,0.94,"7d momentum of -4.49% combined with price 8.77% below 7d high meets short criteria. Volume surge (+104.1%) confirms selling pressure. However, RSI at 18.1 is deeply oversold (<25), creating severe squ",
19/06/2026,5:00:02,SOLUSDT,68.91,BUY,long,0.62,5,MEDIUM,-3.77,3,82,27.5,0.01,2.64,"7d momentum is positive (+3.00%), volume is significantly elevated (+82%), and funding rate is benign (+0.0100%). Although 24h momentum is negative, the macro regime favors longs in oversold condition",
19/06/2026,5:00:02,XRPUSDT,1.1384,HOLD,none,0.35,5,HIGH,-3.52,-0.38,28.3,21.8,0.0004,0.12,"RSI at 21.8 is deeply oversold (<25), triggering HIGH risk status and conflicting with sell rules (RSI must be >30). While 7d momentum (-0.38%) and funding (+0.0004%) are favorable, negative 24h momen",
19/06/2026,5:00:02,DOGEUSDT,0.08253,SELL,short,0.72,5,HIGH,-3.32,-4.55,-6.2,25.6,0.0009,2.35,"7d momentum at -4.55% approaches -10% threshold while price sits 10.71% below 7d high, meeting SELL criteria. RSI at 25.6 is oversold (<25 boundary) and volume is declining (-6.2%), creating HIGH risk",
19/06/2026,5:00:02,ADAUSDT,0.1625,SELL,short,0.68,5,HIGH,-1.81,-3.96,11.6,22.6,0.01,-1.64,"ADA meets SELL criteria: 7d momentum is -3.96% (below -10% threshold not met, but combined with -14.38% distance from 7d high provides bearish structure). RSI at 22.6 is oversold (<25), violating the ",
19/06/2026,5:00:02,AVAXUSDT,6.321,SELL,short,0.72,6,MEDIUM,-6.06,-5.15,202.9,29.3,-0.014,8.52,"7d momentum of -5.15% fails the -10% threshold, but price is -10.63% from 7d high (exceeds 8% rule), volume surge of +202.9% confirms selling pressure, and RSI at 29.3 is borderline oversold but above",
19/06/2026,5:00:02,LINKUSDT,7.875,SELL,short,0.72,6,MEDIUM,-1.93,-0.79,87.2,33.1,-0.0007,0.01,"7d momentum of -0.79% approaches -10% threshold, price is 8.37% below 7d high, and RSI at 33.1 remains above oversold (<30) with confirming volume (+87.2%). Negative funding rate (-0.0007%) supports s",
19/06/2026,5:00:02,DOTUSDT,0.9585,HOLD,none,0.35,5,HIGH,-3.88,-0.42,54.6,35.5,-0.0091,-1.13,"RSI at 35.5 is approaching oversold territory (<30), blocking a SHORT signal despite 7d momentum at -0.42% failing to meet the <-10% threshold. 24h momentum is negative (-3.88%), failing BUY criteria,",
19/06/2026,5:00:02,NEARUSDT,2.1758,HOLD,none,0.35,5,HIGH,-2.66,6.74,44.6,26.1,0.01,1.4,"RSI at 26.1 is oversold (<25 threshold), triggering HIGH risk flag and disqualifying both BUY and SELL signals. While 7d momentum is positive (+6.74%) and volume is strong (+44.6%), the extreme fear m",
